"1","Virginia","32","22-10","1780","55.6"
"2","Saint Mary's (CA)","32","28-4","1808","56.5"
"3","SMU","34","30-4","2034","59.8"
"4","UCF","32","21-11","1940","60.6"
"5","Cincinnati","34","29-5","2068","60.8"
"6","Illinois St.","33","27-6","2012","61.0"
"7","Gonzaga","33","32-1","2018","61.2"
"8","Old Dominion","31","19-12","1896","61.2"
"9","Wisconsin","34","25-9","2088","61.4"
"10","Princeton","29","23-6","1783","61.5"
"11","Vermont","34","29-5","2094","61.6"
"12","Saint Peter's","32","19-13","1978","61.8"
"13","Holy Cross","32","15-17","1988","62.1"
"14","Wichita St.","34","30-4","2123","62.4"
"15","San Diego St.","33","19-14","2064","62.5"
"16","Baylor","32","25-7","2007","62.7"
"17","Villanova","34","31-3","2135","62.8"
"18","Liberty","33","20-13","2082","63.1"
"19","CSU Bakersfield","32","23-9","2020","63.1"
"20","Middle Tenn.","34","30-4","2153","63.3"
"21","California","34","21-13","2154","63.4"
"22","Texas St.","33","20-13","2092","63.4"
"","N.C. Central","33","25-8","2092","63.4"
"24","Miami (FL)","32","21-11","2038","63.7"
"25","Navy","32","16-16","2053","64.2"
"26","UC Irvine","35","21-14","2246","64.2"
"27","UNI","30","14-16","1931","64.4"
"28","South Carolina","32","22-10","2063","64.5"
"29","Houston","31","21-10","1999","64.5"
"30","Col. of Charleston","35","25-10","2260","64.6"
"31","Alabama","34","19-15","2200","64.7"
"32","Rhode Island","33","24-9","2141","64.9"
"33","Oregon","34","29-5","2211","65.0"
"34","Northwestern","34","23-11","2212","65.1"
"35","East Carolina","33","15-18","2148","65.1"
"36","Santa Clara","33","17-16","2158","65.4"
"37","Arizona","34","30-4","2225","65.4"
"38","Michigan","35","24-11","2294","65.5"
"39","Wagner","30","16-14","1973","65.8"
"40","Harvard","28","18-10","1842","65.8"
"41","Louisville","32","24-8","2107","65.8"
"42","Albany (NY)","34","21-13","2242","65.9"
"43","New Hampshire","32","20-12","2118","66.2"
"44","Furman","32","21-11","2121","66.3"
"45","West Virginia","34","26-8","2255","66.3"
"46","UConn","33","16-17","2189","66.3"
"47","VCU","34","26-8","2258","66.4"
"48","Dayton","31","24-7","2062","66.5"
"49","Florida","32","24-8","2130","66.6"
"50","Providence","32","20-12","2132","66.6"
"51","Georgia Tech","33","18-15","2200","66.7"
"52","Louisiana Tech","33","23-10","2203","66.8"
"53","San Francisco","32","20-12","2137","66.8"
"","Loyola Chicago","32","18-14","2137","66.8"
"55","Jackson St.","32","14-18","2142","66.9"
"56","Texas Tech","32","18-14","2146","67.1"
"57","Rutgers","33","15-18","2215","67.1"
"58","Purdue","32","25-7","2149","67.2"
"59","New Mexico St.","33","28-5","2219","67.2"
"60","Bucknell","34","26-8","2290","67.4"
"61","Kansas St.","34","21-13","2297","67.6"
"62","Colorado St.","35","24-11","2366","67.6"
"63","Jacksonville St.","34","20-14","2300","67.6"
"64","Fordham","32","13-19","2167","67.7"
"65","Tennessee St.","30","17-13","2032","67.7"
"66","Texas A&M","31","16-15","2102","67.8"
"67","Maryland","32","24-8","2170","67.8"
"68","Robert Morris","33","14-19","2238","67.8"
"69","UNC Asheville","32","23-9","2172","67.9"
"70","Alcorn","32","18-14","2175","68.0"
"71","Penn","28","13-15","1904","68.0"
"72","Utah","32","20-12","2180","68.1"
"73","Vanderbilt","34","19-15","2317","68.1"
"74","Southeastern La.","32","16-16","2182","68.2"
"75","Mercer","32","15-17","2184","68.3"
"76","Hawaii","30","14-16","2048","68.3"
"77","Little Rock","32","15-17","2185","68.3"
"78","American","30","8-22","2049","68.3"
"79","Loyola Maryland","31","15-16","2119","68.4"
"80","Michigan St.","33","19-14","2256","68.4"
"81","Butler","31","23-8","2120","68.4"
"82","Mt. St. Mary's","35","20-15","2398","68.5"
"83","Evansville","33","16-17","2261","68.5"
"84","UNC Greensboro","34","25-9","2334","68.6"
"85","SFA","32","18-14","2198","68.7"
"86","Chattanooga","31","19-12","2132","68.8"
"87","FGCU","33","26-7","2270","68.8"
"88","Stony Brook","31","18-13","2133","68.8"
"89","UTEP","32","15-17","2202","68.8"
"90","Texas","33","11-22","2273","68.9"
"91","High Point","31","15-16","2136","68.9"
"92","Valparaiso","33","24-9","2274","68.9"
"93","UC Davis","34","22-12","2343","68.9"
"94","Missouri St.","33","17-16","2277","69.0"
"95","UT Arlington","33","25-8","2278","69.0"
"96","Minnesota","33","24-9","2280","69.1"
"97","Arkansas St.","32","20-12","2211","69.1"
"98","Towson","33","20-13","2283","69.2"
"99","Notre Dame","34","25-9","2353","69.2"
"100","Belmont","28","22-6","1938","69.2"
"101","New Orleans","32","20-12","2215","69.2"
"102","LIU Brooklyn","32","20-12","2218","69.3"
"103","Saint Louis","33","12-21","2288","69.3"
"104","ETSU","34","27-7","2358","69.4"
"105","George Washington","33","19-14","2289","69.4"
"","Southern Ill.","33","17-16","2289","69.4"
"107","UTSA","33","14-19","2291","69.4"
"108","Illinois","33","19-14","2293","69.5"
"109","La.-Monroe","33","9-24","2299","69.7"
"","James Madison","33","10-23","2299","69.7"
"111","Ohio St.","32","17-15","2232","69.8"
"","Georgia St.","32","20-12","2232","69.8"
"113","Duke","35","27-8","2444","69.8"
"114","Ohio","31","20-11","2166","69.9"
"115","Yale","29","18-11","2028","69.9"
"116","Georgia","33","19-14","2315","70.2"
"117","UAB","33","17-16","2316","70.2"
"118","Seton Hall","32","21-11","2246","70.2"
"","Winthrop","32","26-6","2246","70.2"
"120","Radford","32","14-18","2247","70.2"
"121","Gardner-Webb","33","19-14","2319","70.3"
"122","Tulsa","32","15-17","2249","70.3"
"","Fresno St.","32","20-12","2249","70.3"
"124","Akron","34","26-8","2390","70.3"
"","TCU","34","19-15","2390","70.3"
"126","UC Riverside","28","7-21","1971","70.4"
"127","Syracuse","32","18-14","2254","70.4"
"128","Campbell","35","18-17","2470","70.6"
"129","North Carolina","34","27-7","2401","70.6"
"130","Northern Ill.","32","15-17","2261","70.7"
"","Lehigh","32","20-12","2261","70.7"
"132","Oakland","33","25-8","2332","70.7"
"133","Memphis","32","19-13","2262","70.7"
"134","Bradley","33","13-20","2333","70.7"
"135","Morgan St.","30","14-16","2121","70.7"
"136","Boston U.","32","18-14","2264","70.8"
"137","Utah St.","31","14-17","2195","70.8"
"138","Loyola Marymount","30","15-15","2125","70.8"
"139","Binghamton","32","12-20","2270","70.9"
"140","Nevada","34","28-6","2412","70.9"
"141","UC Santa Barbara","28","6-22","1987","71.0"
"142","Cal St. Fullerton","31","17-14","2200","71.0"
"143","Colgate","32","10-22","2273","71.0"
"144","Stanford","31","14-17","2204","71.1"
"145","Temple","32","16-16","2277","71.2"
"146","Boise St.","31","20-11","2207","71.2"
"147","Hampton","30","14-16","2136","71.2"
"148","Richmond","33","21-12","2351","71.2"
"149","Milwaukee","35","11-24","2494","71.3"
"150","Florida St.","33","25-8","2352","71.3"
"151","Mississippi St.","32","16-16","2281","71.3"
"152","San Diego","31","13-18","2210","71.3"
"153","Sam Houston St.","34","21-13","2424","71.3"
"154","Xavier","34","21-13","2426","71.4"
"155","Seattle U","30","13-17","2141","71.4"
"156","Northern Ky.","34","24-10","2428","71.4"
"157","North Dakota St.","30","19-11","2144","71.5"
"158","Norfolk St.","34","17-17","2430","71.5"
"159","Clemson","33","17-16","2361","71.5"
"160","Kentucky","34","29-5","2434","71.6"
"161","Howard","34","10-24","2435","71.6"
"162","Davidson","32","17-15","2292","71.6"
"","Elon","32","18-14","2292","71.6"
"164","George Mason","33","20-13","2364","71.6"
"","Lamar University","33","19-14","2364","71.6"
"166","Troy","36","22-14","2580","71.7"
"167","Cleveland St.","31","9-22","2222","71.7"
"168","Texas Southern","34","23-11","2439","71.7"
"169","Eastern Ill.","29","14-15","2083","71.8"
"170","Pacific","33","11-22","2371","71.8"
"171","Massachusetts","33","15-18","2372","71.9"
"172","Northeastern","31","15-16","2230","71.9"
"173","Western Ky.","32","15-17","2302","71.9"
"174","Idaho","31","18-13","2232","72.0"
"","Iowa St.","33","23-10","2376","72.0"
"","Colorado","33","19-14","2376","72.0"
"177","Delaware","33","13-20","2381","72.2"
"178","Georgetown","32","14-18","2309","72.2"
"179","Portland","33","11-22","2383","72.2"
"180","Southern Miss.","31","9-22","2239","72.2"
"181","Kent St.","35","22-13","2531","72.3"
"182","Cal Poly","31","11-20","2242","72.3"
"183","St. Bonaventure","32","20-12","2316","72.4"
"","Kansas","32","28-4","2316","72.4"
"185","Wright St.","32","20-12","2317","72.4"
"186","Ark.-Pine Bluff","32","7-25","2320","72.5"
"","Creighton","34","25-9","2465","72.5"
"188","Oregon St.","32","5-27","2321","72.5"
"189","South Alabama","32","14-18","2322","72.6"
"190","A&M-Corpus Christi","31","20-11","2252","72.6"
"191","New Mexico","31","17-14","2253","72.7"
"192","Southern U.","33","15-18","2399","72.7"
"193","Penn St.","33","15-18","2400","72.7"
"194","Columbia","27","11-16","1964","72.7"
"195","Indiana St.","31","11-20","2255","72.7"
"196","North Dakota","31","22-9","2257","72.8"
"197","Central Conn. St.","29","6-23","2112","72.8"
"198","Coastal Caro.","33","16-17","2405","72.9"
"199","Missouri","32","8-24","2333","72.9"
"200","Tennessee","32","16-16","2335","73.0"
"201","Eastern Mich.","33","16-17","2409","73.0"
