"89","Montana St.","32","16-16","527","722","73.0"
"90","Longwood","30","6-24","356","488","73.0"
"91","Manhattan","32","10-22","542","743","72.9"
"92","Indiana","34","18-16","498","683","72.9"
"93","CSUN","30","11-19","584","801","72.9"
"94","Tulsa","32","15-17","522","716","72.9"
"95","Tennessee","32","16-16","588","807","72.9"
"96","Wyoming","32","18-14","538","739","72.8"
"97","Florida","32","24-8","555","764","72.6"
"98","Morehead St.","30","14-16","395","544","72.6"
"99","Fordham","32","13-19","344","474","72.6"
"100","Marist","32","8-24","480","662","72.5"
"101","Eastern Mich.","33","16-17","519","716","72.5"
"102","New Hampshire","32","20-12","455","628","72.5"
"103","A&M-Corpus Christi","31","20-11","504","696","72.4"
"104","Long Beach St.","34","15-19","543","750","72.4"
"105","St. John's (NY)","33","14-19","524","724","72.4"
"106","Temple","32","16-16","366","506","72.3"
"107","Lipscomb","33","20-13","586","811","72.3"
"108","Stony Brook","31","18-13","437","605","72.2"
"109","Troy","36","22-14","602","834","72.2"
"110","San Diego","31","13-18","435","603","72.1"
"111","Oklahoma","31","11-20","494","685","72.1"
"112","Idaho","31","18-13","517","717","72.1"
"113","Winthrop","32","26-6","515","715","72.0"
"114","Bryant","32","12-20","458","636","72.0"
"115","Ball St.","33","21-12","494","687","71.9"
"116","Kent St.","35","22-13","534","743","71.9"
"117","North Dakota","31","22-9","490","682","71.8"
"118","Miami (FL)","32","21-11","431","600","71.8"
"119","SFA","32","18-14","522","727","71.8"
"120","Central Ark.","32","8-24","493","687","71.8"
"121","Air Force","33","12-21","513","715","71.7"
"122","Tulane","31","6-25","456","636","71.7"
"123","UTRGV","32","10-22","491","685","71.7"
"124","Baylor","32","25-7","435","607","71.7"
"125","James Madison","33","10-23","446","623","71.6"
"126","Hawaii","30","14-16","432","604","71.5"
"127","Houston","31","21-10","376","527","71.3"
"128","Boise St.","31","20-11","519","728","71.3"
"129","Evansville","33","16-17","561","787","71.3"
"130","UMKC","33","17-16","521","731","71.3"
"131","UConn","33","16-17","441","619","71.2"
"132","Richmond","33","21-12","426","598","71.2"
"133","Jacksonville St.","34","20-14","455","639","71.2"
"134","New Mexico St.","33","28-5","591","830","71.2"
"135","Lafayette","30","9-21","350","492","71.1"
"136","UIC","33","15-18","558","785","71.1"
"137","North Dakota St.","30","19-11","462","650","71.1"
"138","Oregon","34","29-5","489","688","71.1"
"139","Morgan St.","30","14-16","484","681","71.1"
"140","Siena","34","17-17","565","795","71.1"
"141","Chattanooga","31","19-12","481","677","71.0"
"142","Hampton","30","14-16","444","625","71.0"
"143","New Orleans","32","20-12","532","749","71.0"
"144","Saint Peter's","32","19-13","397","559","71.0"
"145","Nebraska","31","12-19","403","568","71.0"
"146","UNC Greensboro","34","25-9","422","595","70.9"
"147","Louisiana Tech","33","23-10","478","674","70.9"
"148","Dartmouth","27","7-20","351","495","70.9"
"149","Loyola Chicago","32","18-14","385","543","70.9"
"150","Virginia","32","22-10","313","442","70.8"
"151","Austin Peay","30","11-19","492","695","70.8"
"152","Tennessee Tech","32","12-20","504","712","70.8"
"153","Columbia","27","11-16","329","465","70.8"
"154","Western Ill.","28","8-20","336","475","70.7"
"155","VCU","34","26-8","510","721","70.7"
"156","Southern Miss.","31","9-22","372","526","70.7"
"157","Minnesota","33","24-9","555","785","70.7"
"158","Seattle U","30","13-17","405","573","70.7"
"159","Eastern Ky.","31","12-19","462","655","70.5"
"160","North Carolina","34","27-7","531","753","70.5"
"161","Binghamton","32","12-20","391","555","70.5"
"162","South Dakota","33","22-11","583","828","70.4"
"163","Western Mich.","32","16-16","482","685","70.4"
"164","Utah Valley","31","15-16","508","722","70.4"
"165","ETSU","34","27-7","591","840","70.4"
"166","Nevada","34","28-6","593","843","70.3"
"167","Colorado","33","19-14","537","764","70.3"
"168","NJIT","31","11-20","421","599","70.3"
"169","Prairie View","33","13-20","463","659","70.3"
"170","Fla. Atlantic","30","10-20","392","558","70.3"
"171","Vermont","34","29-5","450","641","70.2"
"172","FGCU","33","26-7","452","644","70.2"
"173","San Jose St.","30","14-16","451","643","70.1"
"174","Chicago St.","32","6-26","399","569","70.1"
"175","Utah St.","31","14-17","427","609","70.1"
"176","Sacred Heart","32","13-19","462","659","70.1"
"177","Missouri St.","33","17-16","457","652","70.1"
"178","Kentucky","34","29-5","630","899","70.1"
"179","NC State","32","15-17","481","687","70.0"
"180","Iowa","32","18-14","495","707","70.0"
"181","Houston Baptist","31","17-14","504","720","70.0"
"182","Hartford","32","9-23","413","591","69.9"
"183","UC Riverside","28","7-21","336","481","69.9"
"184","Maryland","32","24-8","498","713","69.8"
"185","Cornell","29","8-21","338","484","69.8"
"186","San Diego St.","33","19-14","463","663","69.8"
"187","Middle Tenn.","34","30-4","412","590","69.8"
"188","Cal Poly","31","11-20","372","534","69.7"
"189","Boston U.","32","18-14","431","619","69.6"
"190","UNLV","32","11-21","495","711","69.6"
"191","LSU","31","10-21","417","599","69.6"
"192","Saint Francis (PA)","33","17-16","410","589","69.6"
"193","Southern U.","33","15-18","547","786","69.6"
"194","Southern Ill.","33","17-16","469","674","69.6"
"195","Iowa St.","33","23-10","398","572","69.6"
"196","SMU","34","30-4","477","686","69.5"
"197","Toledo","33","17-16","520","748","69.5"
"198","Louisiana","33","21-12","583","839","69.5"
"199","UC Irvine","35","21-14","417","601","69.4"
"200","UT Martin","33","21-12","446","643","69.4"
"201","Holy Cross","32","15-17","370","534","69.3"
"202","William & Mary","31","17-14","477","689","69.2"
"203","Kansas St.","34","21-13","526","760","69.2"
"204","Buffalo","32","17-15","492","711","69.2"
"205","Florida St.","33","25-8","530","766","69.2"
"206","Tennessee St.","30","17-13","476","688","69.2"
"207","UNCW","34","29-5","478","691","69.2"
"208","South Carolina St.","31","11-20","390","564","69.1"
"209","Wagner","30","16-14","410","593","69.1"
"210","Cleveland St.","31","9-22","374","541","69.1"
"211","Miami (OH)","32","11-21","476","689","69.1"
"212","Kennesaw St.","32","14-18","411","595","69.1"
"213","Providence","32","20-12","460","666","69.1"
"214","Northwestern St.","29","13-16","499","723","69.0"
"215","Ohio","31","20-11","432","626","69.0"
"216","VMI","30","6-24","345","500","69.0"
"217","South Carolina","32","22-10","516","748","69.0"
"218","Furman","32","21-11","404","586","68.9"
"219","Loyola Maryland","31","15-16","471","684","68.9"
"220","Green Bay","31","18-13","524","761","68.9"
"221","Dayton","31","24-7","515","748","68.9"
"222","Xavier","34","21-13","546","794","68.8"
"223","Mississippi St.","32","16-16","431","627","68.7"
"224","LIU Brooklyn","32","20-12","488","710","68.7"
"225","TCU","34","19-15","444","646","68.7"
"226","Illinois","33","19-14","420","612","68.6"
"227","Delaware","33","13-20","411","599","68.6"
"228","Sam Houston St.","34","21-13","518","755","68.6"
"229","Presbyterian","30","5-25","321","468","68.6"
"230","McNeese","29","7-22","418","610","68.5"
"231","Louisville","32","24-8","467","682","68.5"
"232","Elon","32","18-14","395","577","68.5"
"233","Cal St. Fullerton","31","17-14","501","732","68.4"
"234","Hofstra","32","15-17","490","716","68.4"
"235","Northern Ariz.","32","9-23","441","645","68.4"
"236","Idaho St.","31","5-26","443","648","68.4"
"237","Quinnipiac","31","10-21","453","663","68.3"
"238","Missouri","32","8-24","500","732","68.3"
"239","IUPUI","32","14-18","446","653","68.3"
"240","Southeastern La.","32","16-16","461","675","68.3"
"241","Cincinnati","34","29-5","448","656","68.3"
"242","Memphis","32","19-13","482","706","68.3"
"243","UMES","34","14-20","456","668","68.3"
"244","Creighton","34","25-9","391","573","68.2"
"245","Ohio St.","32","17-15","464","680","68.2"
"246","UNC Asheville","32","23-9","455","667","68.2"
"247","Towson","33","20-13","592","868","68.2"
"248","Fairfield","30","16-14","341","500","68.2"
"249","Stanford","31","14-17","461","676","68.2"
"250","Utah","32","20-12","424","622","68.2"
"251","N.C. A&T","32","3-29","400","587","68.1"
"252","N.C. Central","33","25-8","457","671","68.1"
"253","Appalachian St.","30","9-21","459","674","68.1"
"254","Norfolk St.","34","17-17","495","727","68.1"
"255","Northeastern","31","15-16","433","636","68.1"
"256","Indiana St.","31","11-20","392","576","68.1"
"257","Akron","34","26-8","470","691","68.0"
"258","Georgia Tech","33","18-15","446","656","68.0"
"259","Boston College","32","9-23","378","556","68.0"
"260","Bucknell","34","26-8","480","707","67.9"
"261","West Virginia","34","26-8","558","823","67.8"
"262","Colgate","32","10-22","384","567","67.7"
"263","Northern Ill.","32","15-17","493","728","67.7"
"264","SIUE","30","6-24","528","780","67.7"
"265","UT Arlington","33","25-8","469","693","67.7"
"266","Duquesne","32","10-22","460","680","67.6"
"267","Northern Ky.","34","24-10","493","729","67.6"
"268","Fresno St.","32","20-12","503","744","67.6"
"269","Pacific","33","11-22","453","671","67.5"
"270","Jackson St.","32","14-18","417","619","67.4"
"271","Auburn","32","18-14","562","836","67.2"
"272","Bradley","33","13-20","484","720","67.2"
"273","Youngstown St.","34","13-21","404","601","67.2"
"274","Mt. St. Mary's","35","20-15","422","628","67.2"
"275","Rider","33","18-15","505","752","67.2"
"276","Western Ky.","32","15-17","441","657","67.1"
"277","Lamar University","33","19-14","528","788","67.0"
"278","La.-Monroe","33","9-24","333","498","66.9"
"279","Drexel","32","9-23","411","616","66.7"
"280","Bowling Green","32","13-19","471","706","66.7"
"281","Alabama A&M","29","2-27","409","614","66.6"
"282","Radford","32","14-18","353","530","66.6"
"283","Kansas","32","28-4","476","715","66.6"
"284","UTSA","33","14-19","468","703","66.6"
"285","Charleston So.","31","12-19","428","643","66.6"
"286","UC Davis","34","22-12","524","788","66.5"
"287","Michigan St.","33","19-14","408","614","66.4"
"288","Detroit Mercy","31","8-23","476","717","66.4"
"289","Saint Louis","33","12-21","396","597","66.3"
"290","Ga. Southern","32","18-14","495","747","66.3"
"","Grambling","33","16-17","495","747","66.3"
"292","Bethune-Cookman","32","10-22","367","554","66.2"
"293","UTEP","32","15-17","413","624","66.2"
"294","California","34","21-13","476","720","66.1"
"295","Illinois St.","33","27-6","378","572","66.1"
"296","Oregon St.","32","5-27","376","569","66.1"
"297","Massachusetts","33","15-18","443","671","66.0"
"298","Milwaukee","35","11-24","355","538","66.0"
"299","UCF","32","21-11","444","673","66.0"
"300","Florida A&M","30","7-23","442","671","65.9"
"301","Delaware St.","32","10-22","359","545","65.9"
"302","Stetson","32","11-21","438","665","65.9"
"303","Portland St.","31","15-16","489","743","65.8"
"304","Penn","28","13-15","274","417","65.7"
"305","South Fla.","30","7-23","339","516","65.7"
"306","Rhode Island","33","24-9","494","752","65.7"
"307","East Carolina","33","15-18","442","673","65.7"
"308","Howard","34","10-24","547","833","65.7"
"309","Texas St.","33","20-13","417","636","65.6"
"310","Coastal Caro.","33","16-17","390","595","65.5"
"311","South Alabama","32","14-18","475","725","65.5"
"312","North Florida","34","15-19","490","748","65.5"
"313","Army West Point","32","13-19","349","533","65.5"
"314","Washington","31","9-22","394","602","65.4"
"315","Maine","32","7-25","365","558","65.4"
"316","Georgia St.","32","20-12","416","636","65.4"
"317","USC Upstate","32","17-15","410","627","65.4"
"318","Western Caro.","32","9-23","345","528","65.3"
"319","Alabama","34","19-15","487","746","65.3"
"320","Ark.-Pine Bluff","32","7-25","379","581","65.2"
"321","Alcorn","32","18-14","399","612","65.2"
"322","Sacramento St.","31","13-18","428","657","65.1"
"323","Texas","33","11-22","414","637","65.0"
"324","Mississippi Val.","32","7-25","423","651","65.0"
"325","Coppin St.","32","8-24","484","745","65.0"
"326","Saint Joseph's","31","11-20","471","725","65.0"
"327","St. Francis Brooklyn","31","4-27","400","616","64.9"
"328","Texas A&M","31","16-15","379","584","64.9"
"329","Savannah St.","29","13-16","427","659","64.8"
"330","Robert Morris","33","14-19","486","751","64.7"
"331","North Texas","30","8-22","409","633","64.6"
"332","Wisconsin","34","25-9","407","632","64.4"
"333","Seton Hall","32","21-11","458","712","64.3"
"334","Old Dominion","31","19-12","387","602","64.3"
"335","Navy","32","16-16","400","624","64.1"
"336","Pepperdine","31","9-22","348","543","64.1"
"337","Arkansas St.","32","20-12","474","743","63.8"
"338","Alabama St.","31","8-23","404","634","63.7"
"339","UC Santa Barbara","28","6-22","303","478","63.4"
"340","CSU Bakersfield","32","23-9","434","687","63.2"
"341","San Francisco","32","20-12","314","500","62.8"
"342","Gardner-Webb","33","19-14","511","819","62.4"
"343","Rutgers","33","15-18","393","631","62.3"
"344","Central Conn. St.","29","6-23","331","534","62.0"
"345","Loyola Marymount","30","15-15","338","546","61.9"
"346","American","30","8-22","293","474","61.8"
"347","Northern Colo.","29","11-18","357","591","60.4"
Reclassifying
"NR","UMass Lowell","31","11-20","417","567","73.5"
"NR","Incarnate Word","29","12-17","507","731","69.4"
"NR","Grand Canyon","31","22-9","497","747","66.5"
"NR","Abilene Christian","29","13-16","360","544","66.2"
